date,Apple,Amazon,Google,Microsoft,Tesla,"('date', '')",positive_sentiment,negative_sentiment,total_sentiment
11/4/2015,30.5,640.9500122,728.1099854,54.40000153,46.32600021,11/4/2015,0.076727273,0.042454545,0.037309091
11/5/2015,30.22999954,655.6500244,731.25,54.38000107,46.35400009,11/5/2015,0.135095238,0.042857143,0.107833333
11/6/2015,30.26499939,659.3699951,733.7600098,54.91999817,46.47200012,11/6/2015,0.083454545,0.077727273,-0.000518182
11/9/2015,30.14249992,655.4899902,724.8900146,54.15999985,45.06600189,11/9/2015,0.128304348,0.038652174,0.118121739
11/10/2015,29.19249916,659.6799927,728.3200073,53.50999832,43.29999924,11/10/2015,0.118,0.090285714,0.044057143
11/11/2015,29.02750015,673.25,735.4000244,53.65000153,43.81600189,11/11/2015,0.106071429,0.064357143,0.047467857
11/12/2015,28.93000031,665.5999756,731.2299805,53.31999969,42.58800125,11/12/2015,0.139588235,0.059941176,0.107
11/13/2015,28.08499908,642.3499756,717,52.84000015,41.43799973,11/13/2015,0.0509375,0.074125,-0.05161875
11/16/2015,28.54500008,647.8099976,728.960022,53.77000046,42.86199951,11/16/2015,0.124,0.0068125,0.169575
11/17/2015,28.42250061,643.2999878,725.2999878,52.97000122,42.79999924,11/17/2015,0.125384615,0.100307692,-0.002469231
11/18/2015,29.32250023,663.539978,740,53.84999847,44.2140007,11/18/2015,0.146,0.119235294,-0.0036
11/19/2015,29.69499969,661.2700195,738.4099731,53.93999863,44.36000061,11/19/2015,0.0607,0.09945,-0.02488
11/20/2015,29.82500076,668.4500122,756.5999756,54.18999863,44.0019989,11/20/2015,0.132875,0.133,-0.029991667
