date,scoreAAPL,closeAAPL,scoreAMZN,closeAMZN,scoreGOOGL,closeGOOGL,scoreMSFT,closeMSFT,scoreTSLA,closeTSLA,dateMarket
11/29/2018,1.004194452,72.1481781,0.728249165,1846.890015,0.775812664,1339.709961,1.096193073,155.5797272,0.447090014,82.94000244,12/30/2019
11/30/2018,1.026121174,72.1481781,0.747409264,1846.890015,0.801198467,1339.709961,1.106143532,155.5797272,0.441740465,82.94000244,12/30/2019
12/1/2018,1.056356458,72.1481781,0.751243377,1846.890015,0.832846428,1339.709961,1.130266835,155.5797272,0.454880897,82.94000244,12/30/2019
12/2/2018,1.055431206,72.1481781,0.760676885,1846.890015,0.85257354,1339.709961,1.139808405,155.5797272,0.441651149,82.94000244,12/30/2019
12/3/2018,1.025812539,72.1481781,0.771082402,1846.890015,0.851588692,1339.709961,1.143691704,155.5797272,0.441777579,82.94000244,12/30/2019
12/4/2018,1.046963007,72.1481781,0.781998719,1846.890015,0.85861824,1339.709961,1.164205238,155.5797272,0.437308772,82.94000244,12/30/2019
12/5/2018,1.033766297,72.1481781,0.801359459,1846.890015,0.864837212,1339.709961,1.165277615,155.5797272,0.426753749,82.94000244,12/30/2019
12/6/2018,1.020903802,72.1481781,0.806953919,1846.890015,0.860025065,1339.709961,1.163877054,155.5797272,0.416491278,82.94000244,12/30/2019
12/7/2018,1.008227193,72.1481781,0.816838387,1846.890015,0.887823193,1339.709961,1.14891945,155.5797272,0.420806754,82.94000244,12/30/2019
12/8/2018,1.023846312,72.1481781,0.835346636,1846.890015,0.90434223,1339.709961,1.169052277,155.5797272,0.427052606,82.94000244,12/30/2019
12/9/2018,0.985605942,72.1481781,0.843367431,1846.890015,0.916846499,1339.709961,1.178820984,155.5797272,0.440323864,82.94000244,12/30/2019
12/10/2018,0.93858517,72.1481781,0.819617822,1846.890015,0.89797658,1339.709961,1.161164972,155.5797272,0.423939468,82.94000244,12/30/2019
12/11/2018,0.952314184,72.1481781,0.822302343,1846.890015,0.889745189,1339.709961,1.15431296,155.5797272,0.423797529,82.94000244,12/30/2019
12/12/2018,0.968976434,72.1481781,0.813282766,1846.890015,0.881859789,1339.709961,1.136659447,155.5797272,0.428338454,82.94000244,12/30/2019
12/13/2018,0.989659892,72.1481781,0.809842265,1846.890015,0.881380029,1339.709961,1.129826943,155.5797272,0.435776647,82.94000244,12/30/2019
12/14/2018,1.018377021,72.1481781,0.796891298,1846.890015,0.877197022,1339.709961,1.140326433,155.5797272,0.439712968,82.94000244,12/30/2019
12/15/2018,1.044651245,72.1481781,0.795065379,1846.890015,0.886381719,1339.709961,1.154612148,155.5797272,0.440569777,82.94000244,12/30/2019
12/16/2018,1.043383943,72.1481781,0.801718506,1846.890015,0.872217778,1339.709961,1.14494422,155.5797272,0.439138862,82.94000244,12/30/2019
12/17/2018,1.024970827,72.1481781,0.80096238,1846.890015,0.850288877,1339.709961,1.142328307,155.5797272,0.437878577,82.94000244,12/30/2019
12/18/2018,1.051757515,72.1481781,0.800871739,1846.890015,0.84442837,1339.709961,1.145409539,155.5797272,0.435952751,82.94000244,12/30/2019
12/19/2018,1.053790469,72.1481781,0.804752676,1846.890015,0.83600582,1339.709961,1.147351125,155.5797272,0.435770259,82.94000244,12/30/2019
12/20/2018,1.055847915,72.1481781,0.800517634,1846.890015,0.836623673,1339.709961,1.141783421,155.5797272,0.435101315,82.94000244,12/30/2019
12/21/2018,1.059875083,72.1481781,0.801338678,1846.890015,0.826950277,1339.709961,1.133038424,155.5797272,0.439273525,82.94000244,12/30/2019
12/22/2018,1.079305895,72.1481781,0.830145747,1846.890015,0.847470019,1339.709961,1.135951788,155.5797272,0.434785241,82.94000244,12/30/2019
12/23/2018,1.070092779,72.1481781,0.83035063,1846.890015,0.828772985,1339.709961,1.101737709,155.5797272,0.431306342,82.94000244,12/30/2019
12/24/2018,1.086865049,72.1481781,0.824620725,1846.890015,0.829969157,1339.709961,1.09191513,155.5797272,0.422730437,82.94000244,12/30/2019
12/25/2018,1.097511109,72.1481781,0.820795589,1846.890015,0.846710234,1339.709961,1.101757657,155.5797272,0.408097461,82.94000244,12/30/2019
12/26/2018,1.105050015,72.1481781,0.825754169,1846.890015,0.858843661,1339.709961,1.083291426,155.5797272,0.393547742,82.94000244,12/30/2019
12/27/2018,1.11300248,72.1481781,0.804391008,1846.890015,0.85056562,1339.709961,1.085027722,155.5797272,0.396365917,82.94000244,12/30/2019
12/28/2018,1.141210711,72.1481781,0.813397544,1846.890015,0.850510885,1339.709961,1.058225001,155.5797272,0.385234539,82.94000244,12/30/2019
12/29/2018,1.173125446,72.1481781,0.819760271,1846.890015,0.863446597,1339.709961,1.052929775,155.5797272,0.377718769,82.94000244,12/30/2019
12/30/2018,1.174791257,72.1481781,0.80888514,1846.890015,0.857322859,1339.709961,1.023927987,155.5797272,0.376336508,82.94000244,12/30/2019
12/31/2018,1.17924205,72.1481781,0.815323684,1846.890015,0.854761859,1339.709961,1.025546374,155.5797272,0.374868744,82.94000244,12/30/2019
1/1/2019,1.138915396,72.1481781,0.817467269,1846.890015,0.868394076,1339.709961,1.025889364,155.5797272,0.396841206,82.94000244,12/30/2019
1/2/2019,1.111515939,72.1481781,0.80986716,1846.890015,0.855223577,1339.709961,1.015372631,155.5797272,0.408895525,82.94000244,12/30/2019
